"user_id","age","gender","occupation","device_type","daily_phone_hours","social_media_hours","work_productivity_score","sleep_hours","stress_level","app_usage_count","caffeine_intake_cups","weekend_screen_time_hours"
U6993,53,Female,Student,iOS,4.8,1.8,9,8.8,8,21,6,8.0
U11572,38,Female,Business Owner,iOS,7.7,4.1,2,4.7,8,18,2,13.8
U38917,30,Male,Freelancer,iOS,1.7,1.9,7,8.9,5,10,5,7.1
U25525,43,Female,Business Owner,iOS,4.2,4.7,6,7.1,2,45,4,3.7
U16627,34,Male,Business Owner,Android,7.3,2.4,2,6.1,3,52,2,8.0
U31559,40,Other,Student,Android,6.2,3.8,9,7.4,1,41,3,3.7
U28620,29,Female,Business Owner,iOS,8.2,7.0,10,4.1,4,8,4,12.9
U42864,50,Female,Student,iOS,2.7,4.4,10,7.2,4,20,4,9.7
U12664,35,Male,Professional,Android,6.9,6.0,1,5.0,2,19,5,8.2
U29836,46,Male,Professional,Android,10.6,4.4,5,7.6,3,32,1,4.5
U7288,40,Other,Professional,iOS,8.6,0.6,3,8.9,3,12,5,8.3
U3414,26,Female,Student,Android,3.4,5.2,9,4.4,6,23,3,12.0
U6596,47,Female,Business Owner,iOS,10.8,7.9,9,8.7,8,55,3,6.3
U30924,24,Other,Professional,iOS,9.0,7.7,5,4.6,4,47,3,3.3
U24533,31,Other,Professional,Android,1.3,0.9,6,4.6,5,55,0,5.6
U20198,40,Male,Business Owner,iOS,9.9,0.8,4,8.6,9,51,0,11.7
U9174,45,Other,Student,Android,1.2,5.3,4,6.3,7,38,1,6.5
U505,60,Female,Professional,Android,3.2,4.6,5,5.6,3,25,0,10.9
U21301,25,Female,Freelancer,iOS,5.1,0.7,3,4.1,10,28,6,6.0
U39554,26,Male,Professional,Android,4.8,6.1,3,4.3,9,36,1,6.8
U47367,48,Other,Student,iOS,9.6,4.1,4,8.1,2,32,1,12.3
U17220,28,Male,Freelancer,Android,2.6,4.8,6,5.3,1,41,2,2.4
U49079,27,Other,Student,iOS,10.6,6.8,10,5.1,10,25,0,13.4
U40062,19,Male,Business Owner,iOS,10.0,4.4,10,7.7,8,31,5,8.1
U781,47,Female,Student,iOS,4.2,3.4,8,7.7,6,26,4,9.2
U6188,18,Male,Business Owner,iOS,1.4,3.4,4,4.7,9,22,2,6.8
U28523,22,Male,Business Owner,iOS,5.9,0.5,5,6.0,9,55,2,4.2
U34087,53,Male,Student,Android,10.5,7.8,4,4.1,8,45,5,6.5
U26760,21,Male,Business Owner,Android,10.5,1.2,1,8.6,4,54,1,2.4
U5925,18,Other,Professional,iOS,11.7,3.6,2,4.4,3,25,4,8.5
U27160,27,Male,Freelancer,Android,8.3,1.0,10,8.4,9,28,6,8.4
U976,19,Female,Business Owner,iOS,10.0,5.6,3,6.3,4,10,6,2.3
U10480,53,Female,Student,iOS,6.7,1.4,4,7.7,2,20,4,12.5
U28313,36,Female,Student,Android,4.0,1.7,2,7.9,5,38,5,2.6
U39022,45,Female,Professional,Android,2.7,1.3,3,8.7,5,46,4,13.7
U16519,40,Other,Business Owner,Android,4.7,3.6,10,7.3,2,38,0,9.3
U5516,43,Male,Professional,Android,4.8,2.7,3,5.0,2,44,5,12.8
U36074,56,Male,Freelancer,Android,10.4,5.1,6,5.6,1,44,1,9.4
U38528,36,Male,Freelancer,iOS,6.5,6.1,5,7.1,7,16,1,12.7
U21470,55,Male,Business Owner,Android,7.3,4.4,10,6.7,2,38,3,4.7
U13927,32,Male,Freelancer,Android,9.3,7.7,5,6.2,8,6,2,5.1
U33037,21,Female,Business Owner,Android,10.1,5.9,2,4.6,3,21,1,10.5
U3257,50,Other,Freelancer,Android,10.9,4.6,6,6.5,1,44,4,7.2
U43803,54,Female,Freelancer,Android,7.1,3.6,7,5.3,10,50,4,7.8
U45855,50,Female,Business Owner,iOS,9.7,5.7,7,7.9,8,46,4,8.6
U6069,42,Female,Business Owner,Android,9.9,7.3,8,6.7,10,31,4,8.9
U4872,20,Female,Student,iOS,11.4,4.2,9,6.2,3,59,4,13.9
U2547,25,Other,Student,Android,11.7,0.7,2,4.6,8,55,5,10.7
U41629,53,Female,Professional,Android,9.3,8.0,5,8.6,2,6,1,6.5
U36538,45,Other,Student,iOS,9.2,0.7,9,8.5,8,49,2,6.1
U24962,27,Other,Business Owner,iOS,2.7,6.6,10,6.5,3,49,5,11.3
U5515,43,Female,Professional,iOS,7.2,3.0,10,7.6,8,25,5,5.8
U49063,36,Other,Professional,Android,11.8,7.2,5,5.6,6,22,6,8.0
U15166,59,Other,Student,Android,4.1,2.2,1,6.4,5,35,3,10.3
U44868,23,Female,Professional,Android,1.2,4.3,3,8.9,1,21,2,10.0
U32185,60,Other,Business Owner,iOS,6.7,6.3,9,4.4,4,58,5,9.1
U36272,19,Female,Freelancer,iOS,9.7,7.6,7,4.6,1,14,1,3.7
U34199,53,Female,Student,Android,1.2,4.4,5,8.5,8,57,0,2.9
U43133,56,Male,Student,iOS,2.5,1.5,5,4.5,5,52,3,6.7
U31776,47,Female,Professional,iOS,8.6,1.5,10,7.4,1,48,1,12.1
U19543,35,Male,Professional,iOS,10.1,6.9,2,4.8,5,51,3,12.1
U33568,34,Other,Business Owner,iOS,3.5,6.9,4,4.7,1,32,1,10.0
U12124,39,Other,Freelancer,iOS,11.2,2.2,6,5.4,6,31,6,6.2
U39504,54,Female,Student,iOS,6.8,6.4,7,6.2,10,56,5,3.2
U26499,58,Male,Student,iOS,3.0,7.9,4,8.8,4,43,3,7.8
U2780,52,Female,Freelancer,Android,1.5,5.3,5,5.0,6,35,2,9.7
U2363,44,Male,Freelancer,Android,11.7,4.0,7,5.0,9,46,1,13.4
U31270,41,Male,Professional,iOS,11.8,1.8,5,4.5,10,44,1,2.4
U40288,58,Female,Freelancer,iOS,9.8,1.3,5,7.1,10,20,0,12.9
U13561,53,Male,Student,Android,1.7,7.8,10,6.7,3,41,4,8.7
U28084,42,Other,Professional,Android,10.3,3.4,7,4.6,7,26,4,6.9
U43603,36,Male,Freelancer,iOS,5.1,1.0,4,5.3,8,28,0,3.9
U6156,28,Female,Professional,Android,9.9,3.4,7,8.4,6,42,5,5.1
U2713,60,Male,Freelancer,iOS,9.4,5.1,4,6.4,4,48,1,9.0
U2134,26,Other,Professional,Android,11.4,3.2,10,8.0,5,12,5,2.3
U27771,55,Other,Freelancer,Android,3.1,7.3,7,7.5,8,60,6,13.0
U38803,26,Male,Business Owner,Android,7.6,1.4,3,6.5,8,53,1,12.3
U10657,29,Male,Professional,Android,6.1,3.0,8,4.3,2,26,2,10.4
U995,49,Other,Freelancer,iOS,4.2,1.2,1,5.4,10,53,0,12.0
U22239,59,Other,Business Owner,Android,5.5,2.8,8,5.5,6,50,3,3.6
U14605,29,Other,Professional,Android,1.2,4.5,10,7.9,1,11,2,7.9
U38876,50,Male,Student,iOS,10.1,5.1,2,6.0,10,53,2,10.2
U6019,59,Female,Professional,Android,4.7,6.3,5,4.6,3,35,6,10.3
U7282,38,Male,Business Owner,Android,6.0,5.6,7,5.6,1,8,2,7.3
U17479,19,Other,Student,Android,7.1,3.1,2,6.4,1,14,4,10.5
U45493,60,Female,Professional,iOS,9.5,5.1,2,6.5,1,42,4,2.0
U29747,25,Male,Business Owner,Android,8.7,6.6,9,4.3,2,25,4,3.4
U12740,45,Other,Professional,Android,4.1,7.8,2,4.1,5,56,5,13.0
U33255,38,Male,Student,Android,6.0,7.4,7,8.3,10,18,5,2.8
U4635,26,Other,Professional,Android,7.1,3.8,5,4.8,10,36,0,10.0
U30435,60,Male,Freelancer,iOS,8.7,6.7,4,4.7,10,33,3,4.4
U40330,36,Male,Student,Android,11.3,1.0,6,6.6,9,10,6,13.5
U13304,42,Female,Student,iOS,10.6,3.6,4,5.3,8,35,4,5.3
U41440,51,Male,Business Owner,iOS,2.3,0.6,2,7.5,9,48,1,3.7
U22980,37,Male,Professional,iOS,8.6,3.2,10,6.5,2,16,3,4.7
U23159,41,Female,Business Owner,Android,2.2,3.5,1,7.2,4,55,2,11.1
U29162,18,Other,Freelancer,iOS,2.8,1.1,5,6.8,7,23,3,3.2
U12856,23,Female,Student,iOS,10.6,4.3,7,7.8,6,28,2,4.9
U10534,22,Other,Student,iOS,8.2,1.0,7,4.1,5,42,2,4.2
U29947,34,Female,Business Owner,iOS,2.9,5.2,9,9.0,7,12,4,11.7
U41042,55,Other,Professional,Android,7.8,7.1,6,4.6,1,24,1,7.5
U25989,51,Female,Student,iOS,8.1,1.7,2,8.6,1,34,5,3.7
U11912,58,Male,Business Owner,iOS,1.1,5.1,10,8.5,1,21,4,10.1
U1686,41,Female,Freelancer,iOS,6.0,0.5,1,6.2,10,23,2,3.3
U11143,25,Male,Freelancer,Android,7.5,2.4,10,8.7,1,19,1,3.9
U37884,25,Male,Business Owner,iOS,6.5,6.3,1,4.1,4,22,5,8.8
U9892,36,Female,Freelancer,Android,11.5,6.2,8,4.3,6,59,2,13.1
U43397,33,Female,Business Owner,Android,7.4,3.9,3,6.2,5,13,5,2.3
U3022,54,Female,Freelancer,iOS,9.8,7.8,4,4.8,10,41,6,12.4
U41554,27,Other,Freelancer,Android,7.2,2.5,9,5.6,5,8,6,4.0
U44969,22,Male,Student,iOS,2.8,6.2,9,7.4,9,57,0,5.6
U36610,37,Other,Student,Android,9.4,0.6,4,4.3,3,56,6,3.9
U1777,39,Other,Business Owner,Android,9.4,6.2,6,5.6,8,43,0,2.7
U46632,19,Female,Freelancer,iOS,7.7,4.0,10,4.3,8,25,3,5.3
U35168,60,Other,Freelancer,Android,11.2,7.0,4,8.3,9,34,4,2.7
U39125,50,Female,Freelancer,Android,2.6,7.3,9,5.9,1,9,5,12.0
U14757,40,Male,Business Owner,Android,8.4,4.8,4,6.4,5,32,3,12.7
U890,54,Other,Business Owner,Android,9.5,5.5,1,4.7,7,25,3,13.6
U22408,41,Female,Business Owner,iOS,9.1,2.8,3,4.2,7,33,1,13.0
U33430,46,Female,Freelancer,iOS,2.0,2.1,8,7.0,4,16,0,2.4
U13170,24,Female,Freelancer,iOS,4.4,3.0,6,6.6,8,57,3,9.1
U35490,18,Female,Business Owner,iOS,11.1,6.3,5,4.1,8,42,1,8.0
U36978,28,Female,Business Owner,iOS,9.1,3.5,9,5.4,5,24,4,8.2
U21701,25,Male,Professional,Android,7.2,4.1,10,5.7,2,27,4,7.1
U24998,19,Female,Student,Android,7.0,7.6,4,6.2,10,26,6,3.1
U14303,59,Male,Business Owner,Android,9.2,5.5,10,4.4,1,42,6,4.0
U35624,46,Female,Business Owner,Android,7.1,4.2,7,5.4,3,17,0,2.6
U11437,32,Female,Business Owner,iOS,7.3,6.0,8,7.7,5,54,5,9.5
U17957,44,Female,Freelancer,Android,7.7,4.3,5,7.5,8,35,2,3.5
U25387,23,Male,Freelancer,iOS,12.0,4.8,2,7.8,8,7,6,3.2
U17493,40,Male,Student,Android,11.4,4.5,3,6.7,1,58,0,11.2
U10539,46,Other,Student,Android,9.8,7.8,9,4.8,6,28,5,7.1
U12250,31,Male,Business Owner,Android,11.8,5.0,8,5.2,5,30,1,4.5
U8747,30,Male,Professional,iOS,10.7,4.1,1,8.5,4,14,5,5.8
U33359,48,Male,Professional,iOS,2.1,7.8,10,7.7,6,37,6,2.2
U49280,32,Other,Student,Android,8.0,4.4,1,6.7,9,59,5,11.6
U21535,32,Male,Professional,iOS,2.7,2.2,8,7.3,3,49,3,5.9
U38961,18,Male,Professional,iOS,11.2,3.4,3,5.3,6,52,6,12.4
U11400,37,Male,Freelancer,Android,3.0,1.5,9,8.6,9,60,0,3.7
U45112,43,Female,Student,iOS,9.4,6.0,2,5.5,10,14,1,4.7
U48600,27,Female,Student,iOS,11.7,4.4,7,7.0,9,54,6,3.5
U14178,18,Other,Student,Android,5.0,0.9,8,5.3,2,47,3,2.2
U26848,48,Other,Student,Android,4.2,5.6,4,4.4,6,47,1,2.5
U6807,54,Female,Business Owner,iOS,10.9,5.2,2,6.8,5,24,0,7.5
U35739,56,Female,Student,iOS,1.9,1.8,6,9.0,3,46,1,3.9
U4673,60,Male,Business Owner,Android,6.0,2.1,1,5.0,5,50,6,6.4
U48390,30,Male,Freelancer,iOS,9.7,3.1,3,6.5,4,31,6,3.7
U1248,23,Other,Business Owner,Android,4.6,1.1,8,6.4,3,29,6,13.4
U31956,36,Other,Professional,iOS,10.3,2.5,9,5.8,2,18,2,7.4
U34931,52,Male,Professional,Android,6.7,5.7,7,7.7,5,32,3,13.6
U21313,57,Female,Business Owner,iOS,8.3,4.7,3,6.7,2,56,2,6.6
U11407,21,Other,Business Owner,Android,1.2,3.0,4,5.1,2,13,4,2.3
U16071,37,Male,Student,Android,7.7,5.4,10,7.3,9,32,0,13.1
U2247,43,Female,Business Owner,Android,9.3,0.7,6,7.0,9,37,4,10.0
U33908,54,Female,Business Owner,Android,5.4,5.9,2,6.8,6,46,0,6.2
U3366,35,Male,Freelancer,iOS,10.0,7.1,3,6.8,2,48,5,3.0
U9031,22,Other,Freelancer,iOS,11.5,8.0,7,5.5,10,35,0,9.4
U2178,54,Female,Student,iOS,7.6,6.8,9,5.8,4,27,4,8.1
U19549,39,Other,Professional,Android,1.0,4.5,9,6.6,4,27,2,6.0
U37777,50,Male,Freelancer,iOS,6.2,3.0,1,5.9,2,50,3,3.1
U13319,55,Male,Business Owner,iOS,8.9,7.3,4,5.6,6,56,2,4.0
U34219,40,Other,Freelancer,Android,1.3,1.6,6,5.0,5,28,6,10.3
U13345,22,Male,Professional,iOS,7.9,5.0,6,7.9,7,46,0,2.5
U40125,27,Other,Professional,iOS,8.6,6.0,8,6.6,10,50,2,9.5
U29844,19,Female,Freelancer,Android,10.9,5.0,5,8.5,6,14,4,7.3
U45828,33,Other,Business Owner,Android,6.8,6.3,1,7.0,8,41,6,3.9
U19384,48,Other,Professional,Android,11.5,3.2,3,7.9,1,29,4,13.8
U27804,52,Female,Student,Android,2.3,7.4,9,8.3,10,54,6,6.7
U33613,34,Male,Freelancer,iOS,7.7,0.6,8,5.2,5,36,5,9.5
U34940,36,Other,Business Owner,iOS,7.2,6.9,6,4.1,5,31,1,9.8
U18779,33,Other,Professional,iOS,2.7,3.7,6,6.0,7,60,5,12.5
U30605,56,Other,Student,iOS,8.5,6.8,6,7.2,6,37,0,12.4
U25183,56,Female,Business Owner,Android,11.3,5.3,6,4.2,5,59,4,10.6
U43705,32,Male,Business Owner,iOS,8.6,1.8,7,6.3,3,10,3,13.2
U33195,60,Male,Professional,Android,2.7,4.3,3,8.5,7,31,3,2.1
U49108,23,Male,Professional,iOS,2.6,4.8,9,6.7,9,43,1,13.7
U21795,19,Female,Business Owner,iOS,5.6,5.5,1,4.6,6,41,6,2.6
U22335,20,Male,Student,Android,6.1,3.9,10,5.5,6,34,6,6.6
U30620,41,Male,Professional,Android,8.6,3.9,10,4.3,5,38,4,6.3
U15370,32,Other,Freelancer,Android,3.6,5.9,2,6.2,4,39,1,8.0
U37467,55,Other,Professional,iOS,3.9,3.5,8,6.7,8,22,4,12.0
U3874,52,Female,Freelancer,iOS,1.4,2.5,9,8.1,6,18,0,2.6
U2720,37,Female,Professional,iOS,10.6,1.7,8,8.2,10,7,6,9.0
U5739,46,Other,Professional,Android,9.1,1.6,2,7.6,5,43,4,13.8
U19264,44,Other,Freelancer,iOS,2.1,1.0,4,4.9,7,44,5,13.8
U20157,45,Female,Freelancer,iOS,10.5,1.3,3,4.4,3,15,4,5.7
U4991,50,Male,Business Owner,iOS,4.2,2.6,9,8.4,6,7,2,6.1
U17005,45,Female,Student,iOS,4.8,7.9,3,8.7,9,48,0,5.0
U3258,42,Male,Student,iOS,1.4,2.3,8,7.3,4,9,1,2.1
U15750,49,Female,Student,Android,10.6,4.3,2,5.0,6,42,1,9.4
U17877,36,Other,Professional,Android,7.0,5.6,7,5.7,9,26,0,6.3
U25909,32,Male,Professional,Android,3.0,1.6,6,6.2,9,37,0,8.3
U41580,26,Male,Student,iOS,10.1,5.9,6,4.9,5,42,2,6.2
U24150,44,Female,Freelancer,iOS,2.2,7.9,9,4.1,7,44,2,4.6
U24484,59,Female,Professional,Android,3.2,4.8,4,6.5,8,28,5,9.0
U9206,30,Male,Student,iOS,9.0,1.7,1,8.4,8,44,1,3.6
U41610,43,Female,Freelancer,iOS,3.9,1.6,5,6.5,3,41,3,13.9
U2584,38,Other,Student,Android,1.9,3.5,8,5.3,10,44,5,3.0
U4034,22,Other,Freelancer,Android,8.7,0.8,6,8.2,4,57,5,8.8
U9609,42,Other,Business Owner,iOS,1.2,8.0,9,5.2,8,55,4,3.5
U39885,41,Male,Freelancer,Android,9.3,6.4,6,6.6,1,51,2,9.7
U31917,44,Other,Professional,Android,2.4,4.0,6,5.1,3,43,0,4.9
U8409,55,Other,Freelancer,Android,11.0,3.3,10,5.5,5,34,4,13.4
U39691,26,Female,Business Owner,iOS,3.9,7.3,4,4.0,6,23,1,7.6
U41547,41,Male,Professional,Android,6.3,4.2,5,4.2,3,40,1,8.2
U37878,27,Other,Business Owner,Android,3.4,8.0,6,5.4,9,56,4,12.2
U39830,35,Female,Student,Android,6.3,3.2,8,5.3,2,28,1,5.7
U30085,38,Other,Professional,iOS,1.5,1.3,1,7.0,7,15,6,8.8
U22078,40,Other,Business Owner,iOS,10.9,0.8,5,5.0,10,36,0,11.1
U23479,46,Female,Professional,Android,11.6,4.2,7,4.8,8,60,1,11.2
U38793,29,Female,Business Owner,iOS,2.7,1.9,9,8.4,6,19,4,5.5
U22898,41,Female,Freelancer,Android,6.3,2.7,2,4.3,3,8,5,13.2
U39234,45,Female,Freelancer,Android,1.0,3.8,8,6.4,7,27,5,3.4
U13356,26,Other,Business Owner,Android,8.9,2.8,5,5.4,5,5,1,10.5
U24498,55,Other,Professional,Android,2.8,5.0,9,8.8,8,29,6,12.0
U25381,51,Male,Business Owner,Android,10.7,7.6,9,5.0,8,41,1,11.1
U5579,36,Male,Professional,iOS,3.8,1.1,10,9.0,3,12,3,8.4
U15802,31,Other,Student,Android,10.0,1.2,6,4.8,10,36,1,10.6
U29806,44,Female,Business Owner,iOS,7.1,6.4,1,6.9,7,11,2,10.6
U41614,36,Male,Student,Android,1.7,2.2,4,8.3,2,36,5,7.3
U4965,57,Female,Business Owner,iOS,7.5,7.2,5,6.0,5,55,0,8.8
U35170,21,Female,Professional,iOS,5.5,4.6,7,6.9,6,15,6,12.6
U27065,18,Male,Student,iOS,9.7,1.0,1,7.7,3,53,4,3.9
U41399,56,Female,Professional,iOS,2.4,4.8,6,6.5,9,40,4,11.3
U43105,53,Male,Professional,iOS,4.5,3.6,2,8.1,1,43,0,4.8
U40567,23,Other,Professional,iOS,11.5,4.3,6,5.4,8,34,6,6.6
U49707,30,Male,Professional,iOS,2.1,6.2,4,4.8,1,53,2,2.3
U12923,50,Male,Business Owner,iOS,6.9,3.1,1,5.2,7,25,0,5.7
U9063,46,Female,Freelancer,Android,1.3,2.8,6,8.1,1,60,4,8.3
U43237,46,Other,Student,iOS,8.7,2.4,9,6.8,2,48,0,7.2
U33537,57,Other,Professional,iOS,4.9,7.5,5,5.9,6,46,4,3.5
U19532,24,Male,Student,iOS,1.8,4.4,10,6.8,8,10,3,9.5
U1109,42,Female,Student,Android,2.9,0.9,7,6.9,5,43,3,3.6
U23769,45,Other,Professional,iOS,11.5,7.8,8,4.0,1,35,4,6.7
U2532,54,Other,Business Owner,Android,7.3,2.2,9,8.6,4,14,6,12.7
U42470,25,Male,Freelancer,Android,7.6,3.1,8,7.7,5,40,4,5.8
U37377,42,Other,Professional,iOS,2.4,4.2,10,6.4,10,46,1,8.7
U45168,34,Other,Business Owner,iOS,5.0,2.5,2,4.8,4,32,6,2.0
U43507,48,Male,Professional,iOS,9.8,2.3,5,6.3,6,33,2,4.5
U42701,28,Other,Freelancer,iOS,3.2,5.1,6,6.6,1,52,2,9.7
U1024,47,Other,Student,iOS,1.9,3.1,4,8.9,4,37,6,2.4
U32910,50,Male,Professional,iOS,8.8,6.3,3,8.4,7,58,6,13.8
U22472,29,Other,Freelancer,Android,7.0,7.3,2,7.5,2,37,4,12.9
U39180,55,Female,Professional,Android,9.2,0.8,8,5.9,3,45,1,11.2
U31296,29,Male,Business Owner,Android,12.0,2.6,2,4.9,4,45,5,10.8
U20199,44,Other,Student,Android,1.6,4.1,3,8.9,6,23,5,12.7
U24996,50,Female,Business Owner,Android,2.1,7.2,7,8.5,9,20,5,11.5
U45055,53,Female,Professional,Android,5.3,6.0,2,9.0,8,7,1,6.9
U12697,18,Female,Professional,Android,5.0,3.7,10,8.9,10,38,2,6.8
U35706,44,Male,Business Owner,Android,7.8,2.8,4,7.8,2,33,5,7.2
U49462,25,Male,Freelancer,Android,9.6,8.0,2,4.9,9,36,5,8.5
U19817,42,Other,Business Owner,iOS,1.8,4.8,2,5.7,5,32,6,8.4
U43761,50,Other,Freelancer,Android,4.1,1.6,7,6.4,6,21,0,5.3
U26282,39,Male,Professional,iOS,11.1,5.3,1,7.2,8,27,0,13.6
U40702,31,Male,Freelancer,Android,6.9,2.5,5,5.1,6,20,1,10.8
U41212,19,Female,Business Owner,Android,5.0,4.4,2,4.6,10,21,2,10.6
U666,47,Female,Professional,iOS,4.3,4.3,4,7.8,10,7,5,10.7
U14781,28,Female,Professional,iOS,3.1,2.0,10,4.9,5,40,0,6.0
U28040,50,Female,Student,iOS,9.3,0.8,3,7.4,6,24,5,2.7
U42129,29,Other,Business Owner,Android,3.9,7.1,1,8.7,8,35,2,12.4
U20333,58,Other,Student,iOS,8.4,7.9,8,6.2,9,15,2,3.5
U30736,51,Male,Professional,iOS,11.6,6.7,1,8.3,7,7,6,12.8
U28776,30,Male,Business Owner,Android,3.4,2.9,5,4.0,8,37,1,6.8
U48263,43,Female,Freelancer,iOS,8.0,7.8,1,8.4,10,17,3,2.9
U7921,28,Male,Business Owner,iOS,9.7,4.7,10,5.3,6,6,0,8.3
U49664,55,Male,Student,iOS,1.8,6.1,5,7.0,4,5,2,12.5
U35580,60,Male,Business Owner,Android,3.0,5.0,4,6.4,8,46,5,4.8
U26105,51,Male,Business Owner,Android,11.6,1.8,9,6.9,2,43,5,13.4
U24446,30,Female,Student,Android,11.0,1.4,6,6.3,10,23,6,7.2
U49554,33,Other,Freelancer,Android,5.3,2.4,7,6.1,3,32,4,11.7
U414,22,Female,Freelancer,Android,9.5,1.6,5,5.0,7,36,2,3.9
U46296,40,Other,Professional,iOS,4.1,5.2,4,6.9,7,50,0,11.6
U37524,46,Female,Student,iOS,2.8,5.0,6,6.7,6,41,2,6.0
U39218,37,Female,Freelancer,Android,1.7,4.0,6,7.3,10,12,6,12.1
U40554,45,Other,Professional,iOS,6.8,2.2,10,5.7,10,18,5,3.2
U15379,30,Other,Student,Android,8.9,2.9,4,6.6,5,22,0,9.0
U25938,55,Male,Professional,Android,5.8,5.8,10,7.2,10,41,4,7.2
U46833,28,Female,Freelancer,iOS,1.3,5.4,8,5.5,3,42,2,10.1
U25336,29,Other,Professional,Android,1.1,5.8,9,7.1,1,39,5,3.3
U15164,19,Other,Student,Android,8.2,2.6,9,5.4,8,57,1,11.0
U39072,20,Male,Business Owner,Android,11.4,4.3,3,5.1,10,9,5,3.4
U46818,49,Female,Professional,Android,2.2,5.4,9,6.2,4,22,6,9.0
U36508,46,Female,Business Owner,Android,9.0,7.7,3,6.4,8,39,5,13.7
U30200,41,Female,Professional,iOS,8.1,6.8,4,8.1,2,13,5,2.0
U34959,18,Female,Freelancer,iOS,9.1,6.0,10,6.3,1,60,1,7.0
U11535,27,Male,Professional,Android,11.4,5.1,10,7.5,8,9,0,13.3
U42253,56,Male,Business Owner,iOS,8.4,2.2,5,6.3,4,44,4,7.9
U23460,32,Female,Freelancer,iOS,6.5,5.6,3,6.2,7,49,3,11.8
U40207,45,Male,Business Owner,Android,11.4,3.6,3,6.3,1,58,5,8.0
U26736,47,Other,Business Owner,Android,10.8,5.6,3,6.7,9,47,3,8.4
U38142,28,Female,Business Owner,Android,6.5,2.2,4,8.7,2,52,0,5.1
U45024,55,Male,Business Owner,Android,8.0,7.5,5,7.2,8,5,0,9.4
U39565,31,Other,Business Owner,iOS,7.7,5.4,7,4.8,3,13,5,2.6
U29151,38,Other,Student,iOS,10.0,5.6,4,4.9,4,59,4,4.9
U35515,24,Male,Business Owner,Android,9.0,1.2,4,8.5,2,49,0,7.5
U19755,26,Male,Professional,Android,9.5,7.9,1,7.2,9,49,0,4.1
U1081,35,Male,Business Owner,Android,3.1,7.1,7,7.0,3,8,4,5.4
U46356,60,Male,Professional,Android,5.2,1.5,3,8.3,7,16,4,11.8
U29458,57,Other,Student,Android,9.0,3.1,1,6.2,4,35,3,5.4
U10846,18,Other,Freelancer,iOS,9.0,2.8,10,4.7,6,18,6,2.3
U19935,26,Female,Freelancer,Android,10.8,5.0,9,7.4,2,31,1,12.6
U37984,21,Female,Professional,iOS,7.8,7.5,10,4.5,1,21,2,14.0
U33983,45,Other,Student,iOS,8.0,4.0,1,8.0,9,25,1,9.7
U30020,44,Male,Student,Android,1.6,3.7,4,7.0,7,14,2,5.0
U17671,41,Male,Business Owner,iOS,11.5,3.7,9,8.5,2,21,4,12.8
U6909,24,Other,Professional,iOS,9.9,3.1,8,7.9,8,53,3,2.1
U32618,57,Female,Professional,Android,6.4,2.1,9,7.9,3,5,3,12.4
U49192,55,Male,Freelancer,Android,6.5,7.7,10,8.5,9,7,0,6.0
U24192,21,Other,Freelancer,iOS,10.3,7.3,7,4.4,5,25,3,5.1
U4916,20,Female,Freelancer,Android,8.6,6.2,9,4.2,2,10,2,10.2
U43320,55,Other,Student,Android,11.7,3.0,4,7.3,2,7,1,2.5
U45446,19,Other,Professional,iOS,4.9,3.6,5,7.8,10,54,4,3.2
U7085,25,Male,Student,iOS,11.6,3.3,1,5.8,6,19,6,3.3
U25004,44,Other,Professional,Android,2.2,4.6,4,5.5,1,6,0,10.4
U48032,27,Female,Freelancer,Android,5.7,3.7,2,6.0,5,47,0,7.4
U4967,48,Other,Freelancer,Android,8.0,7.0,3,8.7,8,9,3,7.4
U7075,43,Female,Business Owner,Android,8.6,5.5,6,4.5,7,40,6,13.7
U23007,46,Female,Business Owner,iOS,3.1,5.7,8,4.4,7,56,1,3.4
U17679,53,Female,Professional,iOS,1.1,7.4,8,4.2,1,27,4,11.4
U21866,18,Male,Student,Android,8.4,7.9,9,4.4,5,53,5,8.2
U28924,37,Male,Business Owner,iOS,4.6,0.5,5,4.7,5,57,4,7.5
U35000,24,Other,Business Owner,Android,9.8,4.9,5,4.8,4,11,6,2.4
U27106,25,Male,Business Owner,iOS,8.3,7.7,9,5.9,3,30,6,2.4
U5962,42,Female,Professional,iOS,1.6,2.9,2,6.2,4,42,0,12.9
U46276,33,Other,Student,iOS,1.7,2.0,5,9.0,1,57,0,9.6
U10893,20,Other,Business Owner,iOS,11.9,4.3,10,4.7,9,10,0,5.7
U6118,41,Male,Student,Android,1.3,5.0,7,5.5,4,55,1,12.7
U22653,34,Male,Student,iOS,7.2,7.0,3,8.3,10,23,3,4.1
U17753,24,Male,Professional,iOS,5.4,1.6,5,5.6,2,28,1,7.5
U11387,52,Male,Student,iOS,5.8,6.4,5,7.9,4,33,6,5.5
U39767,38,Other,Student,iOS,5.7,1.6,10,6.8,6,34,0,9.2
U42009,51,Other,Business Owner,Android,8.5,3.1,1,9.0,9,35,0,6.5
U1638,50,Female,Professional,Android,10.3,2.2,9,5.5,10,22,3,11.0
U3367,59,Other,Business Owner,iOS,6.5,3.8,5,4.8,1,56,0,13.9
U43829,59,Female,Business Owner,iOS,6.8,2.4,1,8.5,6,47,6,13.3
U18085,57,Other,Student,iOS,3.6,4.4,1,6.4,10,32,5,4.2
U19562,35,Male,Student,Android,11.5,7.4,5,7.5,7,18,0,6.8
